frame,nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
24,0.5706717371940613,0.1834448128938675,0.621995210647583,0.2602011859416961,0.5195390582084656,0.2650370597839355,0.6149939298629761,0.3455060720443725,0.5190923810005188,0.3555650413036346,0.6178954243659973,0.4233059883117676,0.5117899775505066,0.4395687878131866,0.6009438633918762,0.4267502129077911,0.5506727695465088,0.4260915517807007,0.5775230526924133,0.5583926439285278,0.5820364356040955,0.5569148063659668,0.5342764258384705,0.6714284420013428,0.6101937890052795,0.6825883388519287
25,0.5652056932449341,0.1840114444494247,0.6166340112686157,0.2599178850650787,0.5145165920257568,0.2655375301837921,0.6086224913597107,0.3454353511333465,0.5143483281135559,0.3562048077583313,0.6099262833595276,0.4216384887695312,0.507151186466217,0.4401106536388397,0.5967690944671631,0.4269550740718841,0.5471479892730713,0.4265909790992737,0.5740756392478943,0.5579700469970703,0.5764352679252625,0.5562978386878967,0.5301527380943298,0.6700523495674133,0.605827271938324,0.6794458627700806
26,0.5590304136276245,0.18431156873703,0.6111100316047668,0.2598251700401306,0.5087937116622925,0.2658498585224151,0.6043391823768616,0.3443775177001953,0.5087642073631287,0.3566409349441528,0.6065568327903748,0.419576346874237,0.5028822422027588,0.4404817223548889,0.5925165414810181,0.4269886016845703,0.5422506332397461,0.4270021617412567,0.5682228803634644,0.5578401684761047,0.5714216232299805,0.5563280582427979,0.5260273218154907,0.6693933010101318,0.6013652086257935,0.6786839365959167
27,0.5534259676933289,0.1843579113483429,0.6060113906860352,0.2596880197525024,0.5032649040222168,0.2661055326461792,0.6006665825843811,0.3438256084918976,0.5033010244369507,0.3568684756755829,0.60274338722229,0.4197905659675598,0.498228907585144,0.4405957460403442,0.5874089002609253,0.4266092181205749,0.5361541509628296,0.426925778388977,0.5632493495941162,0.556785523891449,0.5661422610282898,0.5555689930915833,0.5220056176185608,0.6691598296165466,0.5965876579284668,0.6780561208724976
28,0.5473534464836121,0.1843671798706054,0.6015012860298157,0.2589151263236999,0.4978943169116974,0.2658929526805877,0.5968174934387207,0.3428911864757538,0.4986490905284881,0.3559495210647583,0.6005160808563232,0.4200397133827209,0.4931774437427521,0.4389616549015045,0.5829724669456482,0.4257629811763763,0.5308775901794434,0.4264421761035919,0.5591482520103455,0.555654764175415,0.5613626837730408,0.5547642707824707,0.5177208185195923,0.6680349707603455,0.5924944877624512,0.6782964468002319
29,0.5416668057441711,0.1832917332649231,0.5968514680862427,0.2579136192798614,0.4921493530273437,0.2653737664222717,0.5942172408103943,0.3430140316486358,0.4929414391517639,0.3546862304210663,0.5987761616706848,0.4203222990036011,0.487654834985733,0.4377599358558655,0.5777355432510376,0.4247793555259704,0.5261447429656982,0.4256015419960022,0.5551792979240417,0.5549066662788391,0.5557321906089783,0.5542541146278381,0.5132628083229065,0.6672424674034119,0.5874823331832886,0.6776610016822815
30,0.53620845079422,0.1818043440580368,0.5917760133743286,0.2572514116764068,0.4863571524620056,0.2646931111812591,0.5886027812957764,0.3419335782527923,0.4879767000675201,0.3538064956665039,0.5932282209396362,0.4207646548748016,0.4830236136913299,0.4366454780101776,0.5721709132194519,0.4243575930595398,0.5207944512367249,0.4254877269268036,0.5503972768783569,0.5540396571159363,0.5516684651374817,0.5537930130958557,0.5092464685440063,0.6661072373390198,0.5834901928901672,0.6765110492706299
31,0.5308793187141418,0.1807285994291305,0.5862334966659546,0.2569156885147095,0.4808003604412079,0.2641180157661438,0.5832050442695618,0.3414690196514129,0.4823411703109741,0.3531942069530487,0.5883287191390991,0.4208297431468963,0.4773259162902832,0.4361476898193359,0.5672035813331604,0.424153059720993,0.5155638456344604,0.4254162311553955,0.5454661846160889,0.5535629987716675,0.5467098951339722,0.553378701210022,0.5044056177139282,0.664826512336731,0.5792225003242493,0.6754373908042908
32,0.5253170132637024,0.1798980981111526,0.5807942748069763,0.2565654218196869,0.4747547209262848,0.2636108696460724,0.5786792635917664,0.3411064445972442,0.476775199174881,0.3526621758937835,0.5837159752845764,0.421023428440094,0.4719071984291076,0.4358197152614593,0.5619321465492249,0.4240512549877167,0.5102161169052124,0.4254801869392395,0.5396497249603271,0.5534102320671082,0.5426491498947144,0.5531809329986572,0.5003487467765808,0.6642858982086182,0.5742815136909485,0.6751836538314819
33,0.5192443132400513,0.1782197058200836,0.5751128792762756,0.2560320496559143,0.4695165455341339,0.2625461518764496,0.5731955766677856,0.340646743774414,0.4711340963840484,0.3516213595867157,0.577903687953949,0.4208832085132599,0.4660268425941467,0.4354605674743652,0.5562921762466431,0.4237911999225616,0.5042961835861206,0.425248771905899,0.5343095064163208,0.5531285405158997,0.5373358130455017,0.5526122450828552,0.4950347542762756,0.6639279127120972,0.5701395869255066,0.6739778518676758
34,0.5144042372703552,0.1772202104330063,0.569451630115509,0.2558603584766388,0.4642385244369507,0.2615041434764862,0.5669174194335938,0.3407236039638519,0.4649576544761657,0.3507753610610962,0.5713024735450745,0.4210052490234375,0.4596242606639862,0.4351395070552826,0.5507209300994873,0.4236378073692322,0.4983091056346893,0.425051212310791,0.5299993753433228,0.5528414845466614,0.5324514508247375,0.551714301109314,0.4901930093765259,0.6637522578239441,0.5651218891143799,0.6719032526016235
35,0.5090539455413818,0.1772224307060241,0.5638578534126282,0.2559013664722442,0.4584103524684906,0.2610564827919006,0.5609781742095947,0.3412249386310577,0.459267258644104,0.3503578901290893,0.5651643872261047,0.4239191710948944,0.4541608691215515,0.4348121285438537,0.5446221232414246,0.4237381815910339,0.4926129281520843,0.4251050651073456,0.5260739922523499,0.5529657006263733,0.5287195444107056,0.5518403053283691,0.4840791523456573,0.6636064052581787,0.5620066523551941,0.6719269156455994
36,0.5051847100257874,0.1774553656578064,0.5584965944290161,0.2560113370418548,0.4526065289974212,0.2612181007862091,0.5542809963226318,0.3413505256175995,0.4531649351119995,0.3506927490234375,0.5568710565567017,0.4225558340549469,0.4493491649627685,0.4348769187927246,0.5404068827629089,0.4236478209495544,0.4901657402515411,0.4249860644340515,0.5227387547492981,0.5530211329460144,0.5239099860191345,0.5519457459449768,0.4773673117160797,0.6637648940086365,0.5571439266204834,0.671130895614624
37,0.4998543560504913,0.1805885881185531,0.5529419779777527,0.259352445602417,0.4486423432826996,0.2650043070316314,0.5469122529029846,0.3447885811328888,0.4496409893035888,0.3547534048557281,0.5511866211891174,0.4261645972728729,0.4448009431362152,0.436361700296402,0.5351453423500061,0.4261670708656311,0.4852069020271301,0.4263103604316711,0.5191856622695923,0.555453896522522,0.518294632434845,0.5555639266967773,0.4709492027759552,0.663820207118988,0.5543336868286133,0.6709420084953308
38,0.4971675872802734,0.1889526844024658,0.5481678247451782,0.2676676511764526,0.4447867572307586,0.2760770916938782,0.543028712272644,0.3524326682090759,0.4481741487979889,0.3673000633716583,0.5436496138572693,0.4314726889133453,0.4400083422660827,0.4466829895973205,0.5294766426086426,0.4350318610668182,0.4802678823471069,0.4345276355743408,0.5160269737243652,0.5613897442817688,0.511901319026947,0.5650812983512878,0.4655801057815552,0.6640967726707458,0.5509672164916992,0.6714947819709778
39,0.4923311769962311,0.1991634368896484,0.545138418674469,0.2769901752471924,0.4407501220703125,0.2855718433856964,0.5418457984924316,0.3640338480472564,0.4456149339675903,0.3783984780311584,0.5406853556632996,0.4424144029617309,0.4367327094078064,0.4573810696601867,0.5264143943786621,0.4469530880451202,0.4754713773727417,0.4462868273258209,0.5115408301353455,0.5711067914962769,0.5067670345306396,0.5755968689918518,0.4591751992702484,0.6650699973106384,0.5486366748809814,0.6742696762084961
40,0.4886065721511841,0.2015144377946853,0.5428731441497803,0.2802200019359588,0.4371776878833771,0.2886052429676056,0.5397922396659851,0.3654416799545288,0.4421829283237457,0.3807359039783478,0.5354788899421692,0.4447764158248901,0.4336793720722198,0.4585290253162384,0.5211599469184875,0.4490959048271179,0.4712260663509369,0.447038859128952,0.5032005906105042,0.5734093189239502,0.502702534198761,0.5763553977012634,0.4526662528514862,0.667719841003418,0.5445924401283264,0.6782242059707642
41,0.483124166727066,0.198556900024414,0.5405042171478271,0.2774919271469116,0.4332155883312225,0.2850260138511657,0.5345330834388733,0.3622257113456726,0.4379615485668182,0.376477301120758,0.5302846431732178,0.4416771829128265,0.4308022856712341,0.4557119905948639,0.5170613527297974,0.4456542134284973,0.4666180610656738,0.444441020488739,0.4969474375247955,0.5710779428482056,0.4986932575702667,0.5731645226478577,0.4476571679115295,0.6684449315071106,0.538875162601471,0.6767823100090027
42,0.4783671200275421,0.1917146444320678,0.5353545546531677,0.2735503315925598,0.4277443289756775,0.278295636177063,0.5284885168075562,0.3539881110191345,0.431190013885498,0.366447240114212,0.5259599685668945,0.4340807199478149,0.4262032508850097,0.445325642824173,0.5109646320343018,0.440461128950119,0.4597521424293518,0.4403902292251587,0.4920891523361206,0.56081223487854,0.497049331665039,0.5613528490066528,0.4469593465328216,0.6660177707672119,0.5299304127693176,0.6750128865242004
43,0.4748660922050476,0.179211676120758,0.5313965082168579,0.258597582578659,0.4233209490776062,0.2600766718387604,0.5271012783050537,0.3370870351791382,0.425575852394104,0.3482295572757721,0.5210718512535095,0.4158848226070404,0.4194750189781189,0.427918404340744,0.5064539313316345,0.4264449179172516,0.4538748562335968,0.424883097410202,0.493971973657608,0.5478503108024597,0.4899661540985107,0.5486515760421753,0.4527912437915802,0.6583621501922607,0.4975335299968719,0.6646193265914917
44,0.4709691405296325,0.1671099960803985,0.5274176001548767,0.2496291548013687,0.4195938408374786,0.2483686059713363,0.5258093476295471,0.3309957385063171,0.4214484691619873,0.3384883105754852,0.5233936905860901,0.4114709198474884,0.4145487546920776,0.4181462526321411,0.5019097924232483,0.4142164587974548,0.4500531852245331,0.4131711721420288,0.4965515434741974,0.5345900058746338,0.486483633518219,0.537195086479187,0.4554073214530945,0.6452803611755371,0.4795212149620056,0.653110682964325
45,0.4669590294361114,0.1616778224706649,0.5238558053970337,0.2448527812957763,0.4161746501922607,0.2436840236186981,0.5241986513137817,0.3297908902168274,0.4181921184062958,0.3356249630451202,0.524653434753418,0.4130129814147949,0.4093460142612457,0.4166854918003082,0.4977228939533233,0.4118569791316986,0.4467553496360779,0.4104484617710113,0.4967601001262665,0.5296928882598877,0.4881643652915954,0.5350195169448853,0.4390948414802551,0.6154409050941467,0.4857319295406341,0.6562468409538269
46,0.4631475210189819,0.1617298871278762,0.5207996964454651,0.2442805022001266,0.4123322367668152,0.2443273961544037,0.5208696722984314,0.3306030631065368,0.4151297807693481,0.3363375067710876,0.5229754447937012,0.415069580078125,0.4043308794498443,0.4148817360401153,0.4926542639732361,0.4105151295661926,0.4388663470745086,0.4087991416454315,0.4979210793972015,0.5277832746505737,0.4811455905437469,0.5324147343635559,0.4246925413608551,0.5913243889808655,0.4959851503372192,0.6582170128822327
47,0.4608678519725799,0.1634636372327804,0.5198957920074463,0.2468328922986984,0.4090734720230102,0.2472332864999771,0.5184744596481323,0.3327697217464447,0.4110377132892608,0.3368081450462341,0.5215799808502197,0.4161443412303924,0.3989371955394745,0.4142177999019623,0.4891963899135589,0.4126165509223938,0.4333557486534118,0.4103371500968933,0.4961439669132232,0.531444251537323,0.4716092348098755,0.5322494506835938,0.4091500639915466,0.5874057412147522,0.5038961172103882,0.6595182418823242
48,0.4570778608322143,0.1654018759727478,0.5183604955673218,0.247938871383667,0.4078046083450317,0.2490616738796234,0.5170910954475403,0.3338780999183655,0.4108739197254181,0.3393118977546692,0.5187192559242249,0.4183025062084198,0.3967891335487366,0.4173899292945862,0.4844120740890503,0.4152194261550903,0.4294205605983734,0.4107264578342438,0.4837148785591125,0.536338746547699,0.4698711037635803,0.5367511510848999,0.4017105996608734,0.6058216691017151,0.507008969783783,0.665605902671814
49,0.4559144675731659,0.1723669916391372,0.5174487829208374,0.2569718658924103,0.4052508473396301,0.2583885490894317,0.5167319774627686,0.345312088727951,0.4126937985420227,0.3487876951694488,0.5192182064056396,0.4286685585975647,0.3986794054508209,0.4269936978816986,0.4811187386512756,0.4239388704299927,0.4270606637001037,0.4202431142330169,0.4713626503944397,0.5425245761871338,0.4626515805721283,0.5436510443687439,0.4115585684776306,0.6413851976394653,0.50923752784729,0.66741943359375
50,0.454598069190979,0.1890223026275634,0.5143835544586182,0.2732730507850647,0.4023778736591339,0.2730022370815277,0.515049934387207,0.3619126677513122,0.4126099050045013,0.3642035126686096,0.5183337926864624,0.4455683827400207,0.4004216492176056,0.4386180341243744,0.4775595664978027,0.440957099199295,0.422588437795639,0.4374254941940307,0.4582216441631317,0.5605799555778503,0.4507839679718017,0.5594026446342468,0.4122848212718963,0.670840859413147,0.5076224207878113,0.6674214005470276
51,0.4522028565406799,0.2008602321147918,0.5124872922897339,0.2868930101394653,0.4018447399139404,0.2847709953784942,0.5150294899940491,0.3767164945602417,0.4107803404331207,0.3769688606262207,0.517895519733429,0.4570435285568237,0.4005364179611206,0.449097603559494,0.4744817018508911,0.4535251259803772,0.4185464680194855,0.4499223828315735,0.4582333862781524,0.5684065222740173,0.4312389492988586,0.5647433996200562,0.4113328158855438,0.6744998693466187,0.4982460439205169,0.658475399017334
52,0.4516661465167999,0.2083555608987808,0.5134709477424622,0.2941460311412811,0.4018703103065491,0.2927362024784088,0.5156238079071045,0.3812289834022522,0.4098345339298248,0.3824819922447204,0.5190308094024658,0.4634242057800293,0.4018858671188354,0.4522052407264709,0.4765464663505554,0.4616505205631256,0.4180537760257721,0.4569945037364959,0.4604425132274627,0.5775303840637207,0.4118475914001465,0.5640818476676941,0.4144162535667419,0.6768026947975159,0.4854756593704223,0.6543514728546143
53,0.4509935975074768,0.204784408211708,0.5136653184890747,0.2889652252197265,0.4022300839424133,0.2894530892372131,0.5163020491600037,0.3764346241950989,0.4095706045627594,0.3786101937294006,0.5197644829750061,0.4580037295818329,0.4029849171638489,0.4485330283641815,0.4792965650558471,0.4568533599376678,0.4204487800598144,0.4532043933868408,0.4619753658771515,0.5723211765289307,0.4088087379932403,0.5638529658317566,0.4163416624069214,0.6743582487106323,0.4758569002151489,0.6589838862419128
54,0.4523252248764038,0.2045162767171859,0.5133559107780457,0.2887114286422729,0.4029191732406616,0.2863982617855072,0.5167540907859802,0.3719575703144073,0.4083979427814483,0.3751352429389953,0.5202479362487793,0.4506904184818268,0.4025104939937591,0.4443937838077545,0.4803105592727661,0.452040821313858,0.4224587380886078,0.4487439393997192,0.457576036453247,0.5689298510551453,0.4170399606227875,0.5640445947647095,0.4177925586700439,0.668004035949707,0.4558544456958771,0.6774738430976868
55,0.4535298347473144,0.1837981045246124,0.5141510963439941,0.2690258026123047,0.4040116965770721,0.269702285528183,0.5170315504074097,0.3570200204849243,0.4083395600318908,0.3561412394046783,0.5211747288703918,0.435376912355423,0.4019919633865356,0.4284225106239319,0.4815147519111633,0.4371795952320099,0.4239794015884399,0.4344376027584076,0.4586677849292755,0.5573832392692566,0.4268813133239746,0.557098388671875,0.4193388521671295,0.6578247547149658,0.4348085522651672,0.6780515313148499
56,0.4550053477287292,0.1678148359060287,0.5144679546356201,0.2526114583015442,0.4046901166439056,0.2540670037269592,0.5188158750534058,0.3397510349750519,0.4081639051437378,0.3360426127910614,0.525431752204895,0.4170660674571991,0.4003526568412781,0.40936279296875,0.4872228503227234,0.4211683571338653,0.4248399436473846,0.4202912747859955,0.4590716361999511,0.5441100001335144,0.430600106716156,0.5491220951080322,0.4391728341579437,0.6435731053352356,0.4310688078403473,0.6791456937789917
57,0.4599915444850921,0.1569210141897201,0.5172821283340454,0.2415262162685394,0.4067819714546203,0.2442565262317657,0.520664632320404,0.3323282897472381,0.4084170162677765,0.3303861021995544,0.525476336479187,0.4133996665477752,0.4008306860923767,0.4043737053871155,0.4933996796607971,0.4073387682437897,0.430033266544342,0.40476194024086,0.471829354763031,0.5313427448272705,0.4293453693389892,0.5327202081680298,0.4611700773239136,0.6390271186828613,0.4355884492397308,0.6669408082962036
